Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,Species Population
BADL-1206,Badlands National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Uncommon,,Species of Concern,179
BADL-1208,Badlands National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Uncommon,Migratory,Species of Concern,100
BADL-1222,Badlands National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Uncommon,Breeder,Species of Concern,136
BADL-1228,Badlands National Park,Bird,Passeriformes,Motacillidae,Anthus spragueii,Sprague's Pipit,Approved,Present,Native,Uncommon,Resident,Under Review,32
BADL-1239,Badlands National Park,Bird,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Approved,Present,Native,Uncommon,Migratory,Species of Concern,85
BADL-1268,Badlands National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Uncommon,Migratory,Species of Concern,24
BADL-1279,Badlands National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Uncommon,Resident,Species of Concern,101
BADL-1282,Badlands National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,"Black-Crowned Night Heron, Black-Crowned Night-Heron",Approved,Present,Native,Uncommon,,Species of Concern,124
BADL-1283,Badlands National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Uncommon,Migratory,Species of Concern,32
BADL-1291,Badlands National Park,Bird,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Approved,Present,Native,Uncommon,Migratory,Species of Concern,161
BADL-1295,Badlands National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Uncommon,Resident,Species of Concern,96
BADL-1296,Badlands National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Uncommon,Breeder,Species of Concern,28
BADL-1592,Badlands National Park,Vascular Plant,Caryophyllales,Nyctaginaceae,Mirabilis nyctaginea,"Heartleaf Four O'Clock, Heart-Leaf Four-O'Clock, Heartleaf Four-O'Clock, Heart-Leaved Four O'Clock, Wild Four-O'Clock",Approved,Present,Native,Uncommon,,Species of Concern,106
